City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,rocha,0,UY,1516867725,87,-34.48,-54.34,54.88,6.42
383,taltal,8,CL,1516867726,99,-25.41,-70.49,46.01,1.72
384,lakota,90,US,1516865220,100,48.04,-98.34,19.4,13.87
385,dawson creek,90,CA,1516865160,92,55.76,-120.23,12.2,6.93
386,husavik,0,CA,1516867728,74,50.56,-96.99,-0.03,4.97
387,road town,1,VG,1516863180,88,18.42,-64.62,75.2,10.29
388,teknaf,0,BD,1516867729,49,20.86,92.31,80.8,6.76
389,azul,0,AR,1516867730,83,-36.78,-59.86,48.4,5.08
390,namtsy,0,RU,1516867731,74,62.72,129.66,-36.84,2.39
391,namibe,48,AO,1516867732,100,-15.19,12.15,76.52,2.06
392,harvard,1,US,1516866780,80,40.62,-98.1,30.2,3.36
393,marrakesh,90,MA,1516865400,100,31.63,-7.99,44.6,1.12
394,jambi,92,ID,1516867733,67,-1.6,103.62,87.5,4.63
395,grindavik,40,IS,1516865400,79,63.84,-22.43,28.4,12.75
396,bambous virieux,75,MU,1516863600,83,-20.34,57.76,82.4,11.41
397,itarema,92,BR,1516867663,96,-2.92,-39.92,76.39,7.65
398,puri,40,ID,1516865400,83,-7.54,112.45,84.2,12.75
399,presidencia roque saenz pena,92,AR,1516867736,89,-26.79,-60.44,72.25,7.76
400,brenham,1,US,1516866900,86,30.17,-96.4,37.4,2.73
401,talitsa,8,RU,1516867737,60,57.01,63.73,-6.19,5.86
402,atambua,76,ID,1516867738,100,-9.11,124.89,80.66,5.64
403,clyde river,1,CA,1516863600,73,70.47,-68.59,-31.01,7.09
404,matagami,0,NG,1516867739,33,9.67,8.4,73.01,10.0
405,tabuk,88,PH,1516867739,90,17.41,121.44,71.08,2.39
406,monrovia,20,LR,1516863600,94,6.33,-10.8,73.4,4.7
407,schmallenberg,75,DE,1516866600,100,51.15,8.28,46.4,14.99
408,los llanos de aridane,75,ES,1516865400,63,28.66,-17.92,62.6,11.41
409,granada,20,NI,1516863600,83,11.93,-85.96,73.4,11.41
410,teya,75,MX,1516862880,73,21.05,-89.07,73.4,5.82
411,dibulla,24,CO,1516867743,95,11.27,-73.31,77.15,15.03
412,rongcheng,76,CN,1516867744,92,37.16,122.42,19.37,20.29
413,tvoroyri,48,FO,1516866600,86,61.56,-6.81,37.4,8.05
414,gamba,0,CN,1516867745,65,28.28,88.52,17.93,5.97
415,harper,1,US,1516866900,68,30.3,-99.24,26.6,3.36
416,kapenguria,8,KE,1516867746,63,1.25,35.09,71.12,4.07
417,inhambane,40,MZ,1516863600,66,-23.87,35.38,84.2,9.17
418,macas,64,EC,1516867747,88,-2.3,-78.12,59.87,2.84
419,taga,40,JP,1516865400,64,35.21,136.34,35.6,26.4
420,dorado,75,PR,1516863360,94,18.46,-66.27,75.2,17.72
421,kisesa,75,TZ,1516863600,83,-2.55,33.05,69.8,5.82
422,richards bay,92,ZA,1516867750,82,-28.77,32.06,76.3,9.22
423,zhaoqing,20,CN,1516867751,69,23.05,112.47,70.58,5.97
424,shizilu,0,CN,1516867752,64,21.7,109.38,76.25,12.01
425,jadu,0,LY,1516867752,85,31.95,12.03,48.04,4.97
426,miles city,1,US,1516863180,85,46.41,-105.84,23.0,9.17
427,mikkeli,90,FI,1516866600,100,61.69,27.27,35.6,9.17
428,yanagawa,75,JP,1516865400,47,33.16,130.41,39.2,10.29
429,pavino,0,RU,1516865400,75,55.02,82.61,-20.21,8.95
430,melfi,0,IT,1516866600,93,41.0,15.66,35.6,3.4
431,mirnyy,0,RU,1516867755,81,56.57,36.46,15.32,20.29
432,bubaque,0,GW,1516863600,59,11.28,-15.83,66.2,4.7
433,saint anthony,1,US,1516863360,85,43.97,-111.68,33.8,4.7
434,bonito,8,BR,1516867758,88,-21.13,-56.49,73.6,2.73
435,mushie,0,CD,1516867758,73,-3.02,16.92,83.0,2.51
436,pendembu,0,SL,1516867760,50,8.1,-10.69,74.59,4.18
437,abha,0,SA,1516863600,34,18.22,42.5,69.8,13.87
438,sept-iles,90,CA,1516863600,59,50.2,-66.38,3.2,20.8
439,yumen,0,CN,1516867761,70,40.29,97.04,11.18,7.2
440,rio de janeiro,0,BR,1516863600,78,-22.91,-43.21,80.6,4.7
441,saint-joseph,90,FR,1516865400,76,43.56,6.97,50.0,2.24
442,north platte,1,US,1516866780,92,41.12,-100.77,12.2,4.7
443,talnakh,80,RU,1516867763,84,69.49,88.39,-5.2,17.05
444,hovd,90,NO,1516866600,86,63.83,10.7,39.2,19.46
445,warmbad,75,DE,1516867200,93,50.67,13.08,48.2,2.24
446,abu kamal,100,SY,1516867764,41,34.45,40.92,62.75,11.34
447,likasi,36,CD,1516867765,97,-10.99,26.74,74.14,5.64
448,wagar,0,US,1516867765,64,31.44,-87.99,36.38,4.74
449,tomatlan,88,MX,1516867766,78,19.93,-105.25,66.08,1.83
450,portobelo,0,PA,1516863600,94,9.55,-79.65,71.6,17.05
451,lagoa,76,PT,1516867200,93,37.14,-8.45,44.6,3.36
452,murray bridge,0,AU,1516867768,75,-35.12,139.28,73.33,11.56
453,belmonte,92,PT,1516867768,95,40.36,-7.35,39.58,4.74
454,pandan,0,PH,1516867769,97,11.72,122.09,81.43,16.6
455,bolotnoye,0,RU,1516867770,65,55.67,84.39,-21.67,8.66
456,huarmey,0,PE,1516867770,80,-10.07,-78.15,59.56,1.61
457,cockburn town,88,TC,1516867771,100,21.46,-71.14,77.38,18.5
458,chapais,90,CA,1516863840,69,49.78,-74.86,-9.41,8.05
459,samarai,88,PG,1516867772,100,-10.62,150.67,82.46,19.51
460,udachnyy,44,RU,1516867773,67,66.42,112.4,-9.34,3.85
461,vardo,90,US,1516866900,57,39.62,-77.74,32.0,9.17
462,mareeba,75,AU,1516867200,88,-16.99,145.42,80.6,10.29
463,faya,0,SA,1516863600,34,18.39,42.45,69.8,13.87
464,iisaku,92,EE,1516867776,87,59.1,27.31,39.76,22.86
465,denpasar,75,ID,1516865400,88,-8.65,115.22,80.6,12.75
466,fort nelson,90,CA,1516863600,77,58.81,-122.69,-0.41,6.93
467,mashhad,0,IR,1516865400,24,36.3,59.61,55.4,6.93
468,buraydah,5,SA,1516863600,48,26.33,43.97,64.4,4.7
469,sonoita,1,US,1516863480,19,31.68,-110.66,55.4,11.41
470,madridejos,32,ES,1516867780,85,39.47,-3.54,38.81,7.31
471,klaksvik,88,FO,1516866600,86,62.23,-6.59,37.4,8.05
472,liuhe,24,CN,1516867781,61,42.28,125.73,-14.02,4.29
473,talaya,0,RU,1516867782,65,55.79,84.89,-21.67,8.66
474,axim,20,GH,1516867782,97,4.87,-2.24,81.56,4.18
475,honningsvag,75,NO,1516864800,79,70.98,25.97,19.4,12.75
476,wodonga,0,AU,1516867200,26,-36.12,146.89,95.0,6.93
477,alofi,92,NU,1516863600,94,-19.06,-169.92,77.0,4.7
478,agua verde,75,MX,1516862580,87,22.89,-105.97,57.2,3.36
479,ayna,0,ES,1516863600,80,38.55,-2.07,32.0,2.24
480,halifax,40,CA,1516863600,73,44.65,-63.58,19.4,16.11
481,maragogi,92,BR,1516867786,95,-9.01,-35.22,75.49,3.06
482,portland,75,US,1516866780,81,45.52,-122.67,42.8,11.41
483,hofn,0,IS,1516867787,100,64.25,-15.21,35.08,21.52
484,shenjiamen,92,CN,1516867788,100,29.96,122.3,43.81,24.87
485,saint-doulchard,75,FR,1516867200,93,47.1,2.37,50.0,2.24
486,bandiagara,0,ML,1516867789,30,14.35,-3.61,69.01,13.24
487,pontianak,75,ID,1516865400,70,-0.02,109.34,86.0,6.93
488,quatre cocos,75,MU,1516863600,83,-20.21,57.76,82.4,11.41
489,waiuku,68,NZ,1516867200,88,-37.25,174.73,71.6,11.41
490,milkovo,0,BG,1516867200,68,41.53,24.68,35.6,1.12
491,bambanglipuro,88,ID,1516867792,81,-7.95,110.28,79.9,9.55
492,jizan,40,SA,1516863600,74,16.89,42.56,80.6,11.41
493,bo phloi,80,TH,1516867793,62,14.32,99.52,87.55,1.16
494,san vicente,0,SV,1516863000,51,13.64,-88.78,82.4,9.17
495,osoyoos,90,CA,1516866780,100,49.03,-119.47,33.8,5.82
496,magadan,20,RU,1516865400,45,59.56,150.8,3.2,11.18
497,kieta,80,PG,1516867797,100,-6.22,155.63,79.18,3.4
498,porto-vecchio,40,FR,1516867200,87,41.59,9.28,53.6,6.93
499,viedma,68,AR,1516867798,77,-40.81,-62.99,56.0,9.55
500,imbituba,20,BR,1516863600,94,-28.24,-48.67,71.6,11.79
501,finschhafen,100,PG,1516867799,92,-6.6,147.85,76.88,2.28
502,phalaborwa,12,ZA,1516867800,50,-23.95,31.14,87.19,9.55
503,san juan,75,PR,1516863360,94,18.47,-66.12,75.2,17.72
504,ebebiyin,90,GQ,1516863600,94,2.15,11.34,71.6,2.95
505,acapulco,20,MX,1516862940,83,16.86,-99.88,77.0,3.74
506,ivdel,24,RU,1516867804,71,60.7,60.42,4.7,11.79
507,badou,36,TG,1516867805,38,7.58,0.61,78.1,9.1
508,dharchula,8,IN,1516867805,69,29.85,80.53,37.91,1.61
509,kirs,92,RU,1516867806,82,59.34,52.24,15.19,12.8
510,anahuac,1,US,1516866900,86,29.77,-94.68,51.8,2.62
511,tromso,75,NO,1516866600,79,69.65,18.96,21.2,2.24
512,manisa,20,TR,1516864800,47,38.62,27.43,37.4,31.09
513,bakel,0,SN,1516867809,27,14.9,-12.46,68.56,15.48
514,panzhihua,0,CN,1516867809,30,26.59,101.72,66.31,7.43
515,nishihara,1,JP,1516866960,31,35.74,139.53,37.4,5.82
516,auki,0,NG,1516867810,35,12.18,6.51,71.57,13.24
517,kuandian,0,CN,1516867811,42,40.73,124.78,-6.15,9.55
518,kikwit,8,CD,1516867811,79,-5.04,18.82,83.95,4.63
519,baykit,48,RU,1516867812,71,61.68,96.39,-10.74,2.73
520,cap malheureux,75,MU,1516863600,83,-19.98,57.61,82.4,11.41
521,padang,92,ID,1516867621,100,-0.92,100.36,82.37,5.97
522,potam,12,MX,1516867813,74,27.6,-110.38,45.43,4.41
523,manono,56,CD,1516867814,88,-7.3,27.4,78.32,3.4
524,mamontovo,0,RU,1516867814,40,52.71,81.63,-25.9,5.64
525,lata,0,IN,1516867815,78,30.78,78.62,45.83,1.95
526,krasnyy chikoy,32,RU,1516867815,55,50.36,108.75,-7.27,2.62
527,morondava,44,MG,1516867816,90,-20.3,44.28,82.96,4.85
528,tiznit,44,MA,1516867816,93,29.7,-9.73,51.77,0.83
529,lazarev,76,RU,1516867817,79,52.23,141.51,6.73,33.71
530,ardabil,40,IR,1516865400,92,38.25,48.3,30.2,18.34
531,hanmer springs,48,NZ,1516867819,93,-42.52,172.83,63.02,1.39
532,riverton,1,US,1516863180,85,43.02,-108.38,15.8,10.29
533,fethiye,20,TR,1516864800,39,36.62,29.12,44.6,23.04
534,bharatpur,0,NP,1516867821,69,27.68,84.43,65.86,3.4
535,elverum,8,NO,1516867696,58,60.88,11.56,36.11,9.1
536,khorramshahr,20,IR,1516865400,77,30.43,48.18,66.2,6.93
537,caravelas,80,BR,1516867822,100,-17.73,-39.27,79.58,9.55
538,oia,75,ES,1516865400,93,42.0,-8.88,48.2,2.24
539,woodstock,20,CA,1516863600,78,43.13,-80.75,14.0,3.36
540,charters towers,80,AU,1516867824,82,-20.07,146.27,77.87,12.01
541,pio xii,92,BR,1516867824,98,-3.89,-45.17,73.1,3.4
542,quepos,40,CR,1516863600,73,9.43,-84.16,69.8,16.11
543,christchurch,92,NZ,1516867200,93,-43.53,172.64,66.2,19.46
544,maningrida,88,AU,1516867826,94,-12.05,134.23,81.38,20.07
545,linxia,8,CN,1516867827,44,35.6,103.21,30.35,4.07
546,yantal,32,RU,1516867828,40,56.85,105.25,-26.85,2.51
547,taoudenni,0,ML,1516867828,22,22.68,-3.98,61.0,10.67
548,khash,0,IR,1516867829,24,28.22,61.21,64.46,4.07
549,narrabri,68,AU,1516867829,89,-30.33,149.78,72.25,4.63
550,balbalan,88,PH,1516867830,90,17.44,121.2,71.08,2.39
551,san ignacio,0,CL,1516863600,87,-36.8,-72.03,51.8,4.18
552,baruun-urt,0,MN,1516867833,57,46.68,113.28,-7.99,5.41
553,torrington,1,US,1516866780,51,42.06,-104.18,35.6,8.05
